observation_date,DGS3
2020-11-24,0.22
2020-11-25,0.21
2020-11-26,
2020-11-27,0.20
2020-11-30,0.19
2020-12-01,0.22
2020-12-02,0.22
2020-12-03,0.21
2020-12-04,0.21
2020-12-07,0.20
2020-12-08,0.20
2020-12-09,0.21
2020-12-10,0.20
2020-12-11,0.18
2020-12-14,0.17
2020-12-15,0.18
2020-12-16,0.18
2020-12-17,0.19
2020-12-18,0.19
2020-12-21,0.18
2020-12-22,0.17
2020-12-23,0.18
2020-12-24,0.17
2020-12-25,
2020-12-28,0.17
2020-12-29,0.17
2020-12-30,0.17
2020-12-31,0.17
2021-01-01,
2021-01-04,0.16
2021-01-05,0.17
2021-01-06,0.20
2021-01-07,0.22
2021-01-08,0.24
2021-01-11,0.22
2021-01-12,0.23
2021-01-13,0.22
2021-01-14,0.23
2021-01-15,0.20
2021-01-18,
2021-01-19,0.21
2021-01-20,0.19
2021-01-21,0.19
2021-01-22,0.19
2021-01-25,0.17
2021-01-26,0.18
2021-01-27,0.18
2021-01-28,0.18
2021-01-29,0.19
2021-02-01,0.17
2021-02-02,0.18
2021-02-03,0.19
2021-02-04,0.18
2021-02-05,0.19
2021-02-08,0.20
2021-02-09,0.19
2021-02-10,0.19
2021-02-11,0.19
2021-02-12,0.20
2021-02-15,
2021-02-16,0.23
2021-02-17,0.21
2021-02-18,0.21
2021-02-19,0.22
2021-02-22,0.22
2021-02-23,0.22
2021-02-24,0.24
2021-02-25,0.34
2021-02-26,0.30
2021-03-01,0.27
2021-03-02,0.26
2021-03-03,0.29
2021-03-04,0.32
2021-03-05,0.32
2021-03-08,0.34
2021-03-09,0.35
2021-03-10,0.32
2021-03-11,0.31
2021-03-12,0.34
2021-03-15,0.33
2021-03-16,0.33
2021-03-17,0.29
2021-03-18,0.33
2021-03-19,0.33
2021-03-22,0.32
2021-03-23,0.31
2021-03-24,0.31
2021-03-25,0.30
2021-03-26,0.31
2021-03-29,0.32
2021-03-30,0.33
2021-03-31,0.35
2021-04-01,0.35
2021-04-02,0.39
2021-04-05,0.37
2021-04-06,0.35
2021-04-07,0.34
2021-04-08,0.33
2021-04-09,0.35
2021-04-12,0.38
2021-04-13,0.35
2021-04-14,0.35
2021-04-15,0.32
2021-04-16,0.34
2021-04-19,0.34
2021-04-20,0.31
2021-04-21,0.32
2021-04-22,0.32
2021-04-23,0.34
2021-04-26,0.35
2021-04-27,0.36
2021-04-28,0.35
2021-04-29,0.35
2021-04-30,0.35
2021-05-03,0.33
2021-05-04,0.33
2021-05-05,0.32
2021-05-06,0.32
2021-05-07,0.29
2021-05-10,0.32
2021-05-11,0.31
2021-05-12,0.35
2021-05-13,0.33
2021-05-14,0.33
2021-05-17,0.34
2021-05-18,0.34
2021-05-19,0.35
2021-05-20,0.34
2021-05-21,0.34
2021-05-24,0.32
2021-05-25,0.30
2021-05-26,0.31
2021-05-27,0.31
2021-05-28,0.30
2021-05-31,
2021-06-01,0.31
2021-06-02,0.30
2021-06-03,0.34
2021-06-04,0.32
2021-06-07,0.33
2021-06-08,0.32
2021-06-09,0.31
2021-06-10,0.30
2021-06-11,0.31
2021-06-14,0.33
2021-06-15,0.34
2021-06-16,0.41
2021-06-17,0.43
2021-06-18,0.47
2021-06-21,0.48
2021-06-22,0.44
2021-06-23,0.47
2021-06-24,0.48
2021-06-25,0.48
2021-06-28,0.47
2021-06-29,0.47
2021-06-30,0.46
2021-07-01,0.47
2021-07-02,0.45
2021-07-05,
2021-07-06,0.42
2021-07-07,0.41
2021-07-08,0.37
2021-07-09,0.41
2021-07-12,0.43
2021-07-13,0.47
2021-07-14,0.44
2021-07-15,0.43
2021-07-16,0.43
2021-07-19,0.38
2021-07-20,0.37
2021-07-21,0.39
2021-07-22,0.37
2021-07-23,0.38
2021-07-26,0.38
2021-07-27,0.37
2021-07-28,0.38
2021-07-29,0.37
2021-07-30,0.35
2021-08-02,0.33
2021-08-03,0.33
2021-08-04,0.34
2021-08-05,0.38
2021-08-06,0.42
2021-08-09,0.43
2021-08-10,0.47
2021-08-11,0.45
2021-08-12,0.46
2021-08-13,0.44
2021-08-16,0.42
2021-08-17,0.43
2021-08-18,0.43
2021-08-19,0.44
2021-08-20,0.44
2021-08-23,0.43
2021-08-24,0.44
2021-08-25,0.47
2021-08-26,0.46
2021-08-27,0.41
2021-08-30,0.40
2021-08-31,0.40
2021-09-01,0.42
2021-09-02,0.42
2021-09-03,0.42
2021-09-06,
2021-09-07,0.45
2021-09-08,0.43
2021-09-09,0.43
2021-09-10,0.45
2021-09-13,0.44
2021-09-14,0.43
2021-09-15,0.43
2021-09-16,0.46
2021-09-17,0.47
2021-09-20,0.45
2021-09-21,0.46
2021-09-22,0.48
2021-09-23,0.53
2021-09-24,0.55
2021-09-27,0.56
2021-09-28,0.55
2021-09-29,0.55
2021-09-30,0.53
2021-10-01,0.49
2021-10-04,0.52
2021-10-05,0.54
2021-10-06,0.55
2021-10-07,0.57
2021-10-08,0.59
2021-10-11,
2021-10-12,0.64
2021-10-13,0.66
2021-10-14,0.62
2021-10-15,0.70
2021-10-18,0.72
2021-10-19,0.71
2021-10-20,0.70
2021-10-21,0.78
2021-10-22,0.79
2021-10-25,0.76
2021-10-26,0.77
2021-10-27,0.77
2021-10-28,0.77
2021-10-29,0.75
2021-11-01,0.79
2021-11-02,0.73
2021-11-03,0.77
2021-11-04,0.69
2021-11-05,0.66
2021-11-08,0.75
2021-11-09,0.71
2021-11-10,0.83
2021-11-11,
2021-11-12,0.85
2021-11-15,0.87
2021-11-16,0.87
2021-11-17,0.85
2021-11-18,0.84
2021-11-19,0.86
2021-11-22,0.95
2021-11-23,0.95
2021-11-24,0.97
2021-11-25,
2021-11-26,0.81
2021-11-29,0.83
2021-11-30,0.81
2021-12-01,0.85
2021-12-02,0.90
2021-12-03,0.86
2021-12-06,0.91
2021-12-07,0.99
2021-12-08,0.99
2021-12-09,0.99
2021-12-10,0.98
2021-12-13,0.95
2021-12-14,0.98
2021-12-15,1.00
2021-12-16,0.92
2021-12-17,0.93
2021-12-20,0.91
2021-12-21,0.96
2021-12-22,0.96
2021-12-23,0.97
2021-12-24,
2021-12-27,0.98
2021-12-28,0.99
2021-12-29,0.99
2021-12-30,0.98
2021-12-31,0.97
2022-01-03,1.04
2022-01-04,1.02
2022-01-05,1.10
2022-01-06,1.15
2022-01-07,1.17
2022-01-10,1.21
2022-01-11,1.22
2022-01-12,1.21
2022-01-13,1.18
2022-01-14,1.26
2022-01-17,
2022-01-18,1.35
2022-01-19,1.33
2022-01-20,1.34
2022-01-21,1.28
2022-01-24,1.25
2022-01-25,1.28
2022-01-26,1.39
2022-01-27,1.43
2022-01-28,1.38
2022-01-31,1.39
2022-02-01,1.39
2022-02-02,1.38
2022-02-03,1.42
2022-02-04,1.55
2022-02-07,1.54
2022-02-08,1.59
2022-02-09,1.61
2022-02-10,1.82
2022-02-11,1.71
2022-02-14,1.80
2022-02-15,1.80
2022-02-16,1.75
2022-02-17,1.70
2022-02-18,1.68
2022-02-21,
2022-02-22,1.74
2022-02-23,1.78
2022-02-24,1.73
2022-02-25,1.76
2022-02-28,1.62
2022-03-01,1.47
2022-03-02,1.67
2022-03-03,1.69
2022-03-04,1.62
2022-03-07,1.68
2022-03-08,1.78
2022-03-09,1.83
2022-03-10,1.88
2022-03-11,1.91
2022-03-14,2.04
2022-03-15,2.04
2022-03-16,2.14
2022-03-17,2.14
2022-03-18,2.15
2022-03-21,2.34
2022-03-22,2.38
2022-03-23,2.32
2022-03-24,2.35
2022-03-25,2.51
2022-03-28,2.55
2022-03-29,2.54
2022-03-30,2.49
2022-03-31,2.45
2022-04-01,2.61
2022-04-04,2.61
2022-04-05,2.69
2022-04-06,2.67
2022-04-07,2.66
2022-04-08,2.73
2022-04-11,2.73
2022-04-12,2.58
2022-04-13,2.57
2022-04-14,2.67
2022-04-15,
2022-04-18,2.68
2022-04-19,2.81
2022-04-20,2.79
2022-04-21,2.87
2022-04-22,2.88
2022-04-25,2.79
2022-04-26,2.72
2022-04-27,2.75
2022-04-28,2.80
2022-04-29,2.87
2022-05-02,2.93
2022-05-03,2.95
2022-05-04,2.85
2022-05-05,2.91
2022-05-06,2.94
2022-05-09,2.81
2022-05-10,2.81
2022-05-11,2.81
2022-05-12,2.73
2022-05-13,2.79
2022-05-16,2.75
2022-05-17,2.89
2022-05-18,2.84
2022-05-19,2.78
2022-05-20,2.73
2022-05-23,2.80
2022-05-24,2.66
2022-05-25,2.63
2022-05-26,2.63
2022-05-27,2.64
2022-05-30,
2022-05-31,2.71
2022-06-01,2.84
2022-06-02,2.83
2022-06-03,2.87
2022-06-06,2.94
2022-06-07,2.91
2022-06-08,2.94
2022-06-09,2.99
2022-06-10,3.21
2022-06-13,3.56
2022-06-14,3.60
2022-06-15,3.35
2022-06-16,3.33
2022-06-17,3.35
2022-06-20,
2022-06-21,3.35
2022-06-22,3.20
2022-06-23,3.12
2022-06-24,3.13
2022-06-27,3.21
2022-06-28,3.21
2022-06-29,3.13
2022-06-30,2.99
2022-07-01,2.85
2022-07-04,
2022-07-05,2.82
2022-07-06,2.99
2022-07-07,3.05
2022-07-08,3.14
2022-07-11,3.09
2022-07-12,3.07
2022-07-13,3.14
2022-07-14,3.16
2022-07-15,3.14
2022-07-18,3.15
2022-07-19,3.22
2022-07-20,3.25
2022-07-21,3.07
2022-07-22,2.93
2022-07-25,2.98
2022-07-26,3.01
2022-07-27,2.93
2022-07-28,2.81
2022-07-29,2.83
2022-08-01,2.82
2022-08-02,3.02
2022-08-03,3.04
2022-08-04,2.95
2022-08-05,3.18
2022-08-08,3.14
2022-08-09,3.20
2022-08-10,3.13
2022-08-11,3.16
2022-08-12,3.18
2022-08-15,3.14
2022-08-16,3.19
2022-08-17,3.27
2022-08-18,3.23
2022-08-19,3.28
2022-08-22,3.36
2022-08-23,3.35
2022-08-24,3.40
2022-08-25,3.37
2022-08-26,3.40
2022-08-29,3.45
2022-08-30,3.47
2022-08-31,3.46
2022-09-01,3.54
2022-09-02,3.44
2022-09-05,
2022-09-06,3.55
2022-09-07,3.50
2022-09-08,3.54
2022-09-09,3.61
2022-09-12,3.60
2022-09-13,3.75
2022-09-14,3.79
2022-09-15,3.85
2022-09-16,3.81
2022-09-19,3.90
2022-09-20,3.94
2022-09-21,3.98
2022-09-22,4.12
2022-09-23,4.21
2022-09-26,4.37
2022-09-27,4.39
2022-09-28,4.12
2022-09-29,4.19
2022-09-30,4.25
2022-10-03,4.12
2022-10-04,4.08
2022-10-05,4.17
2022-10-06,4.24
2022-10-07,4.33
2022-10-10,
2022-10-11,4.31
2022-10-12,4.29
2022-10-13,4.44
2022-10-14,4.47
2022-10-17,4.45
2022-10-18,4.43
2022-10-19,4.56
2022-10-20,4.66
2022-10-21,4.52
2022-10-24,4.52
2022-10-25,4.45
2022-10-26,4.41
2022-10-27,4.29
2022-10-28,4.38
2022-10-31,4.45
2022-11-01,4.48
2022-11-02,4.54
2022-11-03,4.63
2022-11-04,4.58
2022-11-07,4.63
2022-11-08,4.55
2022-11-09,4.49
2022-11-10,4.17
2022-11-11,
2022-11-14,4.24
2022-11-15,4.17
2022-11-16,4.13
2022-11-17,4.22
2022-11-18,4.28
2022-11-21,4.32
2022-11-22,4.27
2022-11-23,4.23
2022-11-24,
2022-11-25,4.20
2022-11-28,4.22
2022-11-29,4.24
2022-11-30,4.13
2022-12-01,3.98
2022-12-02,3.99
2022-12-05,4.13
2022-12-06,4.07
2022-12-07,3.97
2022-12-08,4.04
2022-12-09,4.07
2022-12-12,4.10
2022-12-13,3.96
2022-12-14,3.94
2022-12-15,3.96
2022-12-16,3.91
2022-12-19,3.99
2022-12-20,4.03
2022-12-21,4.00
2022-12-22,4.02
2022-12-23,4.09
2022-12-26,
2022-12-27,4.17
2022-12-28,4.18
2022-12-29,4.16
2022-12-30,4.22
2023-01-02,
2023-01-03,4.18
2023-01-04,4.11
2023-01-05,4.18
2023-01-06,3.96
2023-01-09,3.93
2023-01-10,3.94
2023-01-11,3.90
2023-01-12,3.79
2023-01-13,3.88
2023-01-16,
2023-01-17,3.86
2023-01-18,3.72
2023-01-19,3.76
2023-01-20,3.83
2023-01-23,3.88
2023-01-24,3.86
2023-01-25,3.84
2023-01-26,3.88
2023-01-27,3.90
2023-01-30,3.96
2023-01-31,3.90
2023-02-01,3.75
2023-02-02,3.75
2023-02-03,3.96
2023-02-06,4.10
2023-02-07,4.11
2023-02-08,4.08
2023-02-09,4.15
2023-02-10,4.19
2023-02-13,4.22
2023-02-14,4.32
2023-02-15,4.35
2023-02-16,4.35
2023-02-17,4.33
2023-02-20,
2023-02-21,4.44
2023-02-22,4.43
2023-02-23,4.40
2023-02-24,4.52
2023-02-27,4.49
2023-02-28,4.51
2023-03-01,4.61
2023-03-02,4.63
2023-03-03,4.60
2023-03-06,4.61
2023-03-07,4.66
2023-03-08,4.71
2023-03-09,4.56
2023-03-10,4.31
2023-03-13,3.88
2023-03-14,4.05
2023-03-15,3.83
2023-03-16,3.99
2023-03-17,3.68
2023-03-20,3.77
2023-03-21,3.98
2023-03-22,3.76
2023-03-23,3.57
2023-03-24,3.58
2023-03-27,3.79
2023-03-28,3.84
2023-03-29,3.87
2023-03-30,3.87
2023-03-31,3.81
2023-04-03,3.73
2023-04-04,3.60
2023-04-05,3.55
2023-04-06,3.59
2023-04-07,3.72
2023-04-10,3.75
2023-04-11,3.76
2023-04-12,3.68
2023-04-13,3.70
2023-04-14,3.83
2023-04-17,3.92
2023-04-18,3.92
2023-04-19,3.97
2023-04-20,3.87
2023-04-21,3.89
2023-04-24,3.84
2023-04-25,3.62
2023-04-26,3.65
2023-04-27,3.82
2023-04-28,3.75
2023-05-01,3.85
2023-05-02,3.67
2023-05-03,3.58
2023-05-04,3.47
2023-05-05,3.63
2023-05-08,3.70
2023-05-09,3.67
2023-05-10,3.55
2023-05-11,3.56
2023-05-12,3.65
2023-05-15,3.67
2023-05-16,3.74
2023-05-17,3.80
2023-05-18,3.94
2023-05-19,3.98
2023-05-22,3.98
2023-05-23,3.99
2023-05-24,4.04
2023-05-25,4.21
2023-05-26,4.23
2023-05-29,
2023-05-30,4.10
2023-05-31,4.04
2023-06-01,3.98
2023-06-02,4.13
2023-06-05,4.10
2023-06-06,4.15
2023-06-07,4.21
2023-06-08,4.17
2023-06-09,4.23
2023-06-12,4.16
2023-06-13,4.30
2023-06-14,4.37
2023-06-15,4.23
2023-06-16,4.32
2023-06-19,
2023-06-20,4.29
2023-06-21,4.29
2023-06-22,4.37
2023-06-23,4.32
2023-06-26,4.30
2023-06-27,4.38
2023-06-28,4.32
2023-06-29,4.49
2023-06-30,4.49
2023-07-03,4.56
2023-07-04,
2023-07-05,4.59
2023-07-06,4.68
2023-07-07,4.64
2023-07-10,4.54
2023-07-11,4.52
2023-07-12,4.36
2023-07-13,4.21
2023-07-14,4.35
2023-07-17,4.34
2023-07-18,4.35
2023-07-19,4.34
2023-07-20,4.43
2023-07-21,4.44
2023-07-24,4.48
2023-07-25,4.53
2023-07-26,4.47
2023-07-27,4.58
2023-07-28,4.52
2023-07-31,4.51
2023-08-01,4.57
2023-08-02,4.54
2023-08-03,4.58
2023-08-04,4.45
2023-08-07,4.44
2023-08-08,4.36
2023-08-09,4.41
2023-08-10,4.47
2023-08-11,4.56
2023-08-14,4.64
2023-08-15,4.64
2023-08-16,4.68
2023-08-17,4.67
2023-08-18,4.63
2023-08-21,4.70
2023-08-22,4.75
2023-08-23,4.64
2023-08-24,4.69
2023-08-25,4.72
2023-08-28,4.69
2023-08-29,4.56
2023-08-30,4.57
2023-08-31,4.54
2023-09-01,4.57
2023-09-04,
2023-09-05,4.65
2023-09-06,4.73
2023-09-07,4.66
2023-09-08,4.68
2023-09-11,4.64
2023-09-12,4.66
2023-09-13,4.64
2023-09-14,4.68
2023-09-15,4.72
2023-09-18,4.74
2023-09-19,4.79
2023-09-20,4.82
2023-09-21,4.85
2023-09-22,4.80
2023-09-25,4.83
2023-09-26,4.84
2023-09-27,4.89
2023-09-28,4.83
2023-09-29,4.80
2023-10-02,4.88
2023-10-03,4.95
2023-10-04,4.85
2023-10-05,4.82
2023-10-06,4.87
2023-10-09,
2023-10-10,4.74
2023-10-11,4.73
2023-10-12,4.82
2023-10-13,4.80
2023-10-16,4.87
2023-10-17,5.01
2023-10-18,5.03
2023-10-19,5.01
2023-10-20,4.93
2023-10-23,4.89
2023-10-24,4.91
2023-10-25,4.98
2023-10-26,4.89
2023-10-27,4.84
2023-10-30,4.87
2023-10-31,4.90
2023-11-01,4.76
2023-11-02,4.78
2023-11-03,4.62
2023-11-06,4.72
2023-11-07,4.64
2023-11-08,4.65
2023-11-09,4.77
2023-11-10,4.80
2023-11-13,4.80
2023-11-14,4.56
2023-11-15,4.68
2023-11-16,4.59
2023-11-17,4.64
2023-11-20,4.62
2023-11-21,4.60
2023-11-22,4.62
2023-11-23,
2023-11-24,4.67
2023-11-27,4.60
2023-11-28,4.49
2023-11-29,4.40
2023-11-30,4.48
2023-12-01,4.31
2023-12-04,4.40
2023-12-05,4.33
2023-12-06,4.33
2023-12-07,4.31
2023-12-08,4.45
2023-12-11,4.42
2023-12-12,4.42
2023-12-13,4.18
2023-12-14,4.09
2023-12-15,4.13
2023-12-18,4.15
2023-12-19,4.15
2023-12-20,4.06
2023-12-21,4.06
2023-12-22,4.04
2023-12-25,
2023-12-26,4.05
2023-12-27,3.97
2023-12-28,4.02
2023-12-29,4.01
2024-01-01,
2024-01-02,4.09
2024-01-03,4.07
2024-01-04,4.14
2024-01-05,4.17
2024-01-08,4.11
2024-01-09,4.09
2024-01-10,4.10
2024-01-11,4.02
2024-01-12,3.92
2024-01-15,
2024-01-16,4.02
2024-01-17,4.12
2024-01-18,4.13
2024-01-19,4.18
2024-01-22,4.14
2024-01-23,4.16
2024-01-24,4.19
2024-01-25,4.12
2024-01-26,4.15
2024-01-29,4.10
2024-01-30,4.14
2024-01-31,4.05
2024-02-01,3.96
2024-02-02,4.14
2024-02-05,4.27
2024-02-06,4.14
2024-02-07,4.16
2024-02-08,4.22
2024-02-09,4.25
2024-02-12,4.25
2024-02-13,4.44
2024-02-14,4.38
2024-02-15,4.36
2024-02-16,4.43
2024-02-19,
2024-02-20,4.38
2024-02-21,4.43
2024-02-22,4.49
2024-02-23,4.45
2024-02-26,4.48
2024-02-27,4.50
2024-02-28,4.44
2024-02-29,4.43
2024-03-01,4.32
2024-03-04,4.39
2024-03-05,4.32
2024-03-06,4.32
2024-03-07,4.28
2024-03-08,4.25
2024-03-11,4.26
2024-03-12,4.33
2024-03-13,4.37
2024-03-14,4.46
2024-03-15,4.51
2024-03-18,4.52
2024-03-19,4.47
2024-03-20,4.41
2024-03-21,4.42
2024-03-22,4.36
2024-03-25,4.39
2024-03-26,4.38
2024-03-27,4.36
2024-03-28,4.40
2024-03-29,
2024-04-01,4.51
2024-04-02,4.51
2024-04-03,4.48
2024-04-04,4.46
2024-04-05,4.54
2024-04-08,4.60
2024-04-09,4.52
2024-04-10,4.77
2024-04-11,4.77
2024-04-12,4.70
2024-04-15,4.78
2024-04-16,4.83
2024-04-17,4.77
2024-04-18,4.83
2024-04-19,4.81
2024-04-22,4.81
2024-04-23,4.76
2024-04-24,4.78
2024-04-25,4.85
2024-04-26,4.84
2024-04-29,4.80
2024-04-30,4.87
2024-05-01,4.79
2024-05-02,4.71
2024-05-03,4.63
2024-05-06,4.64
2024-05-07,4.60
2024-05-08,4.63
2024-05-09,4.60
2024-05-10,4.65
2024-05-13,4.66
2024-05-14,4.62
2024-05-15,4.51
2024-05-16,4.58
2024-05-17,4.60
2024-05-20,4.62
2024-05-21,4.61
2024-05-22,4.64
2024-05-23,4.71
2024-05-24,4.71
2024-05-27,
2024-05-28,4.75
2024-05-29,4.79
2024-05-30,4.74
2024-05-31,4.69
2024-06-03,4.62
2024-06-04,4.55
2024-06-05,4.50
2024-06-06,4.49
2024-06-07,4.65
2024-06-10,4.62
2024-06-11,4.57
2024-06-12,4.48
2024-06-13,4.42
2024-06-14,4.41
2024-06-17,4.50
2024-06-18,4.43
2024-06-19,
2024-06-20,4.45
2024-06-21,4.45
2024-06-24,4.46
2024-06-25,4.45
2024-06-26,4.53
2024-06-27,4.49
2024-06-28,4.52
2024-07-01,4.58
2024-07-02,4.54
2024-07-03,4.48
2024-07-04,
2024-07-05,4.39
2024-07-08,4.40
2024-07-09,4.37
2024-07-10,4.38
2024-07-11,4.26
2024-07-12,4.22
2024-07-15,4.23
2024-07-16,4.21
2024-07-17,4.19
2024-07-18,4.24
2024-07-19,4.28
2024-07-22,4.29
2024-07-23,4.26
2024-07-24,4.24
2024-07-25,4.26
2024-07-26,4.20
2024-07-29,4.19
2024-07-30,4.16
2024-07-31,4.10
2024-08-01,3.96
2024-08-02,3.70
2024-08-05,3.71
2024-08-06,3.76
2024-08-07,3.81
2024-08-08,3.86
2024-08-09,3.86
2024-08-12,3.82
2024-08-13,3.75
2024-08-14,3.76
2024-08-15,3.90
2024-08-16,3.87
2024-08-19,3.86
2024-08-20,3.80
2024-08-21,3.74
2024-08-22,3.82
2024-08-23,3.73
2024-08-26,3.74
2024-08-27,3.72
2024-08-28,3.72
2024-08-29,3.76
2024-08-30,3.79
2024-09-02,
2024-09-03,3.73
2024-09-04,3.63
2024-09-05,3.61
2024-09-06,3.54
2024-09-09,3.54
2024-09-10,3.42
2024-09-11,3.45
2024-09-12,3.47
2024-09-13,3.42
2024-09-16,3.42
2024-09-17,3.45
2024-09-18,3.49
2024-09-19,3.47
2024-09-20,3.46
2024-09-23,3.47
2024-09-24,3.44
2024-09-25,3.49
2024-09-26,3.54
2024-09-27,3.49
2024-09-30,3.58
2024-10-01,3.52
2024-10-02,3.54
2024-10-03,3.62
2024-10-04,3.84
2024-10-07,3.89
2024-10-08,3.86
2024-10-09,3.89
2024-10-10,3.88
2024-10-11,3.85
2024-10-14,
2024-10-15,3.86
2024-10-16,3.84
2024-10-17,3.89
2024-10-18,3.86
2024-10-21,3.95
2024-10-22,3.98
2024-10-23,4.03
2024-10-24,4.02
2024-10-25,4.05
2024-10-28,4.09
2024-10-29,4.08
2024-10-30,4.14
2024-10-31,4.12
2024-11-01,4.18
2024-11-04,4.10
2024-11-05,4.11
2024-11-06,4.20
2024-11-07,4.13
2024-11-08,4.18
2024-11-11,
2024-11-12,4.29
2024-11-13,4.25
2024-11-14,4.30
2024-11-15,4.27
2024-11-18,4.25
2024-11-19,4.24
2024-11-20,4.26
2024-11-21,4.30
2024-11-22,4.32
2024-11-25,4.21
2024-11-26,4.21
2024-11-27,4.17
2024-11-28,
2024-11-29,4.10
2024-12-02,4.11
2024-12-03,4.13
2024-12-04,4.09
2024-12-05,4.10
2024-12-06,4.05
2024-12-09,4.09
2024-12-10,4.08
2024-12-11,4.09
2024-12-12,4.14
2024-12-13,4.21
2024-12-16,4.22
2024-12-17,4.22
2024-12-18,4.35
2024-12-19,4.35
2024-12-20,4.32
2024-12-23,4.36
2024-12-24,4.36
2024-12-25,
2024-12-26,4.35
2024-12-27,4.36
2024-12-30,4.29
2024-12-31,4.27
2025-01-01,
2025-01-02,4.29
2025-01-03,4.32
2025-01-06,4.30
2025-01-07,4.33
2025-01-08,4.31
2025-01-09,4.31
2025-01-10,4.46
2025-01-13,4.49
2025-01-14,4.46
2025-01-15,4.34
2025-01-16,4.29
2025-01-17,4.33
2025-01-20,
2025-01-21,4.33
2025-01-22,4.34
2025-01-23,4.35
2025-01-24,4.33
2025-01-27,4.24
2025-01-28,4.25
2025-01-29,4.27
2025-01-30,4.24
2025-01-31,4.27
2025-02-03,4.28
2025-02-04,4.25
2025-02-05,4.19
2025-02-06,4.23
2025-02-07,4.31
2025-02-10,4.30
2025-02-11,4.28
2025-02-12,4.37
2025-02-13,4.31
2025-02-14,4.26
2025-02-17,
2025-02-18,4.33
2025-02-19,4.30
2025-02-20,4.27
2025-02-21,4.19
2025-02-24,4.17
2025-02-25,4.08
2025-02-26,4.04
2025-02-27,4.05
2025-02-28,3.99
2025-03-03,3.93
2025-03-04,3.94
2025-03-05,4.01
2025-03-06,3.98
2025-03-07,4.01
2025-03-10,3.91
2025-03-11,3.92
2025-03-12,3.98
2025-03-13,3.93
2025-03-14,4.00
2025-03-17,4.03
2025-03-18,4.01
2025-03-19,3.95
2025-03-20,3.93
2025-03-21,3.92
2025-03-24,4.01
2025-03-25,3.98
2025-03-26,4.01
2025-03-27,4.00
2025-03-28,3.91
2025-03-31,3.89
2025-04-01,3.85
2025-04-02,3.89
2025-04-03,3.68
2025-04-04,3.66
2025-04-07,3.72
2025-04-08,3.71
2025-04-09,3.91
2025-04-10,3.85
2025-04-11,3.98
2025-04-14,3.87
2025-04-15,3.85
2025-04-16,3.77
2025-04-17,3.82
2025-04-18,
2025-04-21,3.77
2025-04-22,3.82
2025-04-23,3.87
2025-04-24,3.80
2025-04-25,3.76
2025-04-28,3.67
2025-04-29,3.65
2025-04-30,3.58
2025-05-01,3.69
2025-05-02,3.82
2025-05-05,3.78
2025-05-06,3.73
2025-05-07,3.72
2025-05-08,3.85
2025-05-09,3.85
2025-05-12,3.97
2025-05-13,4.00
2025-05-14,4.05
2025-05-15,3.95
2025-05-16,3.95
2025-05-19,3.95
2025-05-20,3.95
2025-05-21,4.00
2025-05-22,3.99
2025-05-23,3.96
2025-05-26,
2025-05-27,3.93
2025-05-28,3.95
2025-05-29,3.91
2025-05-30,3.87
2025-06-02,3.91
2025-06-03,3.93
2025-06-04,3.84
2025-06-05,3.90
2025-06-06,4.02
2025-06-09,3.99
2025-06-10,3.95
2025-06-11,3.89
2025-06-12,3.85
2025-06-13,3.90
2025-06-16,3.93
2025-06-17,3.90
2025-06-18,3.89
2025-06-19,
2025-06-20,3.86
2025-06-23,3.80
2025-06-24,3.75
2025-06-25,3.74
2025-06-26,3.68
2025-06-27,3.72
2025-06-30,3.68
2025-07-01,3.75
2025-07-02,3.77
2025-07-03,3.84
2025-07-04,
2025-07-07,3.85
2025-07-08,3.86
2025-07-09,3.80
2025-07-10,3.82
2025-07-11,3.86
2025-07-14,3.86
2025-07-15,3.93
2025-07-16,3.86
2025-07-17,3.89
2025-07-18,3.84
2025-07-21,3.81
2025-07-22,3.77
2025-07-23,3.84
2025-07-24,3.87
2025-07-25,3.86
2025-07-28,3.87
2025-07-29,3.82
2025-07-30,3.89
2025-07-31,3.89
2025-08-01,3.67
2025-08-04,3.66
2025-08-05,3.63
2025-08-06,3.63
2025-08-07,3.66
2025-08-08,3.70
2025-08-11,3.71
2025-08-12,3.69
2025-08-13,3.64
2025-08-14,3.70
2025-08-15,3.73
2025-08-18,3.73
2025-08-19,3.70
2025-08-20,3.69
2025-08-21,3.75
2025-08-22,3.64
2025-08-25,3.68
2025-08-26,3.63
2025-08-27,3.59
2025-08-28,3.60
2025-08-29,3.58
2025-09-01,
2025-09-02,3.63
2025-09-03,3.58
2025-09-04,3.55
2025-09-05,3.48
2025-09-08,3.47
2025-09-09,3.48
2025-09-10,3.47
2025-09-11,3.47
2025-09-12,3.52
2025-09-15,3.50
2025-09-16,3.47
2025-09-17,3.51
2025-09-18,3.55
2025-09-19,3.56
2025-09-22,3.59
2025-09-23,3.57
2025-09-24,3.60
2025-09-25,3.66
2025-09-26,3.66
2025-09-29,3.63
2025-09-30,3.61
2025-10-01,3.56
2025-10-02,3.56
2025-10-03,3.59
2025-10-06,3.63
2025-10-07,3.56
2025-10-08,3.58
2025-10-09,3.59
2025-10-10,3.52
2025-10-13,
2025-10-14,3.47
2025-10-15,3.51
2025-10-16,3.42
2025-10-17,3.47
2025-10-20,3.47
2025-10-21,3.46
2025-10-22,3.44
2025-10-23,3.49
2025-10-24,3.49
2025-10-27,3.50
2025-10-28,3.50
